Article;Vehicle Reference;EAN;Headline;Series;Type;Price;Part 1;Part 2;Part 3;Part 4;Part 5;Part 6;Part 7;Part 8;Part 9;Part 10;Part 11;Part 12;Part 13;Part 14;Part 15;Part 16;Part 17;Part 18;Part 19;Part 20;Additional pics
XFIT 200 VW GOLF 4 EVO2;100070;4251834500792;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 24 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT 200 VW PASSAT 3BG EVO2;100078;4251834500808;130W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 24 VW EVO2;FWK TW EVO;LSR Golf IV EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;;;;;;;;;;;;;;
XFIT AUDI A3 8L EVO2;100001;4251834500426;100 W Perfect Fit Compo System;XFIT130EVO2;Lautsprecher vorn;260;AS 130 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR AUDI1;CONNECTOR 007;FWK MW;;;;;;;;;;;;;;
XFIT AUDI A3 8P EVO2;100002;4251834500204;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR VAG2;CONNECTOR 011;FWK MW;;;;;;;;;;;;;;
XFIT AUDI A3 8V EVO2;100003;4251834501607;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR 200 VAG EVO;CONNECTOR 011;FWK MW;CONNECTOR 018;MBR200;;;;;;;;;;;;
XFIT AUDI A4 B5 EVO2;100004;4251834500433;100W PERFECT FIT COMPO SYSTEM;XFIT130EVO2;Lautsprecher vorn;260;AS 130 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR AUDI2;CONNECTOR 007;FWK MW;;;;;;;;;;;;;;
XFIT AUDI A4 B6 EVO2;100005;4251834501270;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR VAG2;CONNECTOR 011;FWK MW;MBR165;;;;;;;;;;;;;
XFIT AUDI A4 B7 EVO2;100006;4251834501287;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR VAG2;CONNECTOR 011;FWK MW;MBR165;;;;;;;;;;;;;
XFIT AUDI A4 B8 EVO2;100007;4251834501683;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR 200-45 VAG EVO;CONNECTOR 011;FWK MW;CONNECTOR 018;MBR200;;;;;;;;;;;;
XFIT AUDI A4 B9 EVO2;100008;4251834501706;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR 200-45 VAG EVO;CONNECTOR 011;FWK MW;CONNECTOR 018;MBR200;;;;;;;;;;;;
XFIT AUDI A5 8T EVO2;100009;4251834501720;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR 200-45 VAG EVO;CONNECTOR 011;FWK MW;CONNECTOR 018;MBR200;;;;;;;;;;;;
XFIT AUDI A5 F5 EVO2;100010;4251834501744;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR 200-45 VAG EVO;CONNECTOR 011;FWK MW;CONNECTOR 018;MBR200;;;;;;;;;;;;
XFIT AUDI A6 C7 EVO2;100011;4251834502840;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR 200 VAG EVO;CONNECTOR 011;FWK MW;CONNECTOR 018;MBR200;;;;;;;;;;;;
XFIT AUDI A6 C8 EVO2;100012;4251834502857;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR 200 VAG EVO;CONNECTOR 011;FWK MW;CONNECTOR 018;MBR200;;;;;;;;;;;;
XFIT AUDI A7 C7 EVO2;100013;4251834502864;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR 200 VAG EVO;CONNECTOR 011;FWK MW;CONNECTOR 018;MBR200;;;;;;;;;;;;
XFIT AUDI A7 C8 EVO2;100014;4251834502871;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR 200 VAG EVO;CONNECTOR 011;FWK MW;CONNECTOR 018;MBR200;;;;;;;;;;;;
XFIT AUDI Q5 8R EVO2;100015;4251834501621;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR 200 VAG EVO;CONNECTOR 011;FWK MW;CONNECTOR 018;MBR200;;;;;;;;;;;;
XFIT AUDI R8 42 EVO2;100016;4251834500228;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR VAG2;CONNECTOR 011;FWK MW;MBR165;;;;;;;;;;;;;
XFIT AUDI R8 4S EVO2;100017;4251834501645;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR 200 VAG EVO;CONNECTOR 011;FWK MW;CONNECTOR 018;MBR200;;;;;;;;;;;;
XFIT CITROEN JUMPER EVO2;100019;4260101647627;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;FWK MW;LSR DUCATO EVO;CONNECTOR 007;CONNECTOR 009;;;;;;;;;;;;;
XFIT FIAT DUCATO EVO2;100020;4260101645999;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;FWK MW;LSR DUCATO EVO;CONNECTOR 007;CONNECTOR 009;;;;;;;;;;;;;
XFIT FORD FOCUS MK3 EVO2;100021;4251834503151;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR FORD 1;CONNECTOR 021;FWK TW EVO;MBR165;;;;;;;;;;;;;;
XFIT FORD TRANSIT 6 CONNECT EVO2;100022;4251834506053;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR FORD2;CONNECTOR 017;CONNECTOR 024;FWK TW EVO;MBR165;;;;;;;;;;;;
XFIT FORD TRANSIT 6 CUSTOM EVO2;100023;4251834506077;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR FORD2;CONNECTOR 017;CONNECTOR 024;FWK TW EVO;MBR165;;;;;;;;;;;;
XFIT HYUNDAI I30 PD EVO2;100024;4251834506022;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;FWK MW;LSR HYUNDAI1;CONNECTOR 022;CONNECTOR 023;MBR165;;;;;;;;;;;;
XFIT LAMBORHINI GALLARDO EVO2;100025;4251834500235;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;FWK MW;LSR VAG2;CONNECTOR 011;MBR165;;;;;;;;;;;;;
XFIT MERCEDES C-CLASS W203 EVO2;100026;4251834501560;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR MERC3;FWK MW;CONNECTOR 005;CONNECTOR 019;MBR165;;;;;;;;;;;;;
XFIT MERCEDES C-CLASS W204 EVO2;100027;4251834501584;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR MERC1;FWK MW;CONNECTOR 005;CONNECTOR 011;MBR165;;;;;;;;;;;;;
XFIT MERCEDES SPRINTER W906 EVO2;100038;4251834500495;100W PERFECT FIT COMPO SYSTEM;XFIT130EVO2;Lautsprecher vorn;260;AS 130 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR MERC2;CONNECTOR 005;CONNECTOR 012;FWK MW;;;;;;;;;;;;;
XFIT MERCEDES SPRINTER W907 EVO2;100039;4251834503175;100W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 FLAT EVO2*;HS 25 INSTALL EVO2*;FWK TW EVO;LSR SPRINTER;CONNECTOR 014;CONNECTOR 011;FWK MW;;;;;;;;;;;;;;
XFIT MERCEDES V-CLASS W447 EVO2;100040;4251834501300;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR MERC1;CONNECTOR 005;CONNECTOR 011;FWK MW;;;;;;;;;;;;;;
XFIT MERCEDES VIANO W639 EVO2;100043;4251834500501;100W PERFECT FIT COMPO SYSTEM;XFIT130EVO2;Lautsprecher vorn;260;AS 130 EVO;HS 25 EVO2;FWK TW EVO;LSR MERC2;CONNECTOR 005;CONNECTOR 012;FWK MW;;;;;;;;;;;;;;
XFIT MERCEDES VITO W447 EVO2;100041;4260101646002;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR MERC1;CONNECTOR 005;CONNECTOR 011;FWK MW;MBR165;;;;;;;;;;;;;
XFIT MERCEDES VITO W639 EVO2;100042;4251834500518;100W PERFECT FIT COMPO SYSTEM;XFIT130EVO2;Lautsprecher vorn;260;AS 130 EVO;HS 25 EVO2;FWK TW EVO;LSR MERC2;CONNECTOR 005;CONNECTOR 012;FWK MW;;;;;;;;;;;;;;
XFIT MERCEDES X-CLASS W470 EVO2;100045;4260101646019;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR MERC1;CONNECTOR 005;CONNECTOR 011;FWK MW;MBR165;;;;;;;;;;;;;
XFIT OPEL ADAM EVO2;100046;4251834500686;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR OPEL1;CONNECTOR 009;CONNECTOR 017;FWK MW;MBR165;;;;;;;;;;;;
XFIT OPEL ASTRA J EVO2;100047;4251834500693;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR OPEL1;CONNECTOR 009;CONNECTOR 017;FWK MW;MBR165;;;;;;;;;;;;
XFIT OPEL ASTRA K EVO2;100048;4251834500709;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR OPEL1;CONNECTOR 009;CONNECTOR 017;FWK MW;MBR165;;;;;;;;;;;;
XFIT OPEL INSIGNIA A EVO2;100049;4251834500716;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR OPEL1;CONNECTOR 009;CONNECTOR 017;FWK MW;MBR165;;;;;;;;;;;;
XFIT OPEL KARL EVO2;100050;4251834500723;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR OPEL1;CONNECTOR 009;CONNECTOR 017;FWK MW;MBR165;;;;;;;;;;;;
XFIT OPEL MERIVA B EVO2;100051;4251834500730;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR OPEL1;CONNECTOR 009;CONNECTOR 017;FWK MW;MBR165;;;;;;;;;;;;
XFIT OPEL MOKKA A EVO2;100052;4251834500747;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR OPEL1;CONNECTOR 009;CONNECTOR 017;FWK MW;MBR165;;;;;;;;;;;;
XFIT OPEL MOKKA X EVO2;100053;4251834500754;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR OPEL1;CONNECTOR 009;CONNECTOR 017;FWK MW;MBR165;;;;;;;;;;;;
XFIT OPEL ZAFIRA TOURER EVO2;100054;4251834500761;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR OPEL1;CONNECTOR 009;CONNECTOR 017;FWK MW;MBR165;;;;;;;;;;;;
XFIT PEUGEOT BOXER EVO2;100055;4260101647634;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR DUCATO EVO;CONNECTOR 007;CONNECTOR 009;FWK MW;MBR165;;;;;;;;;;;;
XFIT SAAB 9-3I EVO2;100057;4251834500259;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR VAG2;CONNECTOR 011;FWK MW;MBR165;;;;;;;;;;;;;
XFIT SEAT AROSA EVO2;100058;4251834502635;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT SEAT EXEO EVO2;100059;4251834500242;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR VAG2;CONNECTOR 011;FWK MW;MBR165;;;;;;;;;;;;;
XFIT SEAT IBIZA 6F EVO2;100061;4251834506954;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 020;CONNECTOR 008;FWK MW;MBR165;;;;;;;;;;;;;
XFIT SEAT LEON 5F EVO2;100062;4251834501669;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 GOLF 6+7 EVO2;FWK TW EVO;LSR 200 VAG EVO;CONNECTOR 011;CONNECTOR 018;FWK MW;MBR200;;;;;;;;;;;;;
XFIT SKODA FABIA 6Y EVO2;100063;4251834506091;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 24 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 020;FWK MW;MBR165;;;;;;;;;;;;;
XFIT SKODA OCTAVIA 5E EVO2;100064;4251834501355;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 25 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 005;CONNECTOR 011;FWK MW;MBR165;;;;;;;;;;;;;
XFIT SKODA SUPERB 3V EVO2;100065;4251834501362;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 25 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 005;CONNECTOR 011;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW BORA EVO2;100066;4260101646194;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 24 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW EOS EVO2;100067;4260101646118;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 24 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW GOLF 4 EVO2;100070;4260101646170;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 24 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW GOLF 5 EVO2;100071;4251834501508;220W PERFECT FIT COMPO SYSTEM;XFIT2EVO2;Lautsprecher vorn;500;HS 25 VW EVO2;EX 80 SQ EVO2;AX 08 FLAT EVO2;LSR 80 GOLF 5;LSR 200 UNI;FWK TW EVO;CONNECTOR 004;FWK MID;FWK W;MBR200;;;;;;;;;;;
XFIT VW GOLF 6 EVO2;100072;4260101646101;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 GOLF 6+7 EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW GOLF 7 EVO2;100073;4260101646095;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 GOLF 6+7 EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 008;CONNECTOR 020;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW GOLF 8 EVO2;100074;4251834502468;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 GOLF 6+7 EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 008;CONNECTOR 020;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW LUPO EVO2;100076;4251834502628;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 24 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW PASSAT 3BG EVO2;100078;4260101646187;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 24 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW PASSAT 3C EVO2;100079;4251834501522;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 GOLF 6+7 EVO2;FWK TW EVO;LSR VW PASSAT 3C;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW POLO 6C EVO2;100082;4260101646156;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 24 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW POLO 6R EVO2;100081;4260101646149;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 24 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW POLO 9N EVO2;100080;4260101646132;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EVO;HS 24 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW POLO AW EVO2;100083;4260101646163;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 GOLF 6+7 EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW SCIROCCO 3 EVO2;100086;4260101646125;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 GOLF 6+7 EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW T5 EVO2;100088;4260101649393;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;LSR 200-45 VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR200;;;;;;;;;;;;
XFIT VW T6 EVO2;100089;4260101649409;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 GOLF 6+7 EVO2;FWK TW EVO;LSR 200-45 VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR200;;;;;;;;;;;;;
XFIT VW T6.1 EVO2;100090;4260101649904;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 GOLF 6+7 EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT VW TOURAN 5T EVO2;100091;4251834501546;150W PERFECT FIT COMPO SYSTEM;XFIT200EVO2;Lautsprecher vorn;300;AS 200 EM EVO;HS 25 GOLF 6+7 EVO2;FWK TW EVO;LSR 200 UNI;CONNECTOR 002;CONNECTOR 008;FWK MW;MBR200;;;;;;;;;;;;;
XFIT VW UP! EVO2;100092;4251834502659;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 24 VW EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 001;CONNECTOR 002;FWK MW;MBR165;;;;;;;;;;;;;
XFIT BMW E46 EVO2;100018;4260101647184;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 E46 EVO;HS 25 INSTALL EVO2;FWK TW EVO;LSR-UNI-TW;FWK MW;CONNECTOR 012;;;;;;;;;;;;;;;
XFIT VW ID.4 EVO2;100075;4251834503113;110W PERFECT FIT COMPO SYSTEM;XFIT165EVO2;Lautsprecher vorn;260;AS 165 EM EVO;HS 25 GOLF 6+7 EVO2;FWK TW EVO;LSR VAG EVO;CONNECTOR 008;CONNECTOR 020;FWK MW;MBR165;;;;;;;;;;;;;
